,wrist_r__acc_x,wrist_r__acc_y,wrist_r__acc_z,wrist_r__gyro_x,wrist_r__gyro_y,wrist_r__gyro_z,wrist_r__press,wrist_l__acc_x,wrist_l__acc_y,wrist_l__acc_z,wrist_l__gyro_x,wrist_l__gyro_y,wrist_l__gyro_z,wrist_l__press,ankle_r__acc_x,ankle_r__acc_y,ankle_r__acc_z,ankle_r__gyro_x,ankle_r__gyro_y,ankle_r__gyro_z,ankle_r__press,ankle_l__acc_x,ankle_l__acc_y,ankle_l__acc_z,ankle_l__gyro_x,ankle_l__gyro_y,ankle_l__gyro_z,ankle_l__press,chest__acc_x,chest__acc_y,chest__acc_z,chest__gyro_x,chest__gyro_y,chest__gyro_z,chest__press
0,0.6201795489703336,1.0092978845771665,0.5053922727090778,-0.8420054985801254,1.6770234812833174,0.3098932932446707,-0.645128705453937,-0.2141141922385609,0.222357710092673,1.6157028303717933,0.043606877430916915,-0.9291678017077885,-0.8087351930509814,0.1261217125615948,-0.8770870009427234,0.7453482711805186,0.18459622024724512,-0.27903588289313797,-1.4831393739917547,-1.4711574111642425,-0.776111565585124,0.654969913199337,-0.7807632177232858,-1.3396277193426978,-0.0803144712706537,0.6117874216825505,0.8949940860210092,0.5072637190808553,1.0583698063294322,0.0074332224326175735,1.192032868823328,-0.25087286007524756,0.4749989769527204,0.20833096768259632,0.5336178357596332
1,0.8697099309027002,0.8491892604997312,1.8951294362891742,0.4937813180466734,-0.31727339910833635,0.023070900770320833,0.6654059275751488,0.19741446670617513,-0.32932154457754614,1.5262623486737215,0.6658551952004854,0.8356906281615349,1.0105803534729014,0.33068161859506173,-0.7716067951970964,-0.7435166696689838,-0.18866874733053465,-0.004119725760567825,0.5985484054212293,-2.470138010802825,-0.21251159737513922,-0.8773274620558088,-1.317474592729128,-0.5399716561644211,0.103943038770508,-0.555526670577449,-1.303033004098493,0.5067876951814932,-0.05008942703472635,1.130918545578149,-0.6288029542701712,-0.6359151414376869,2.5128668793140325,-0.11987278258417078,0.660413796772126
2,0.2717328076786122,-0.31330026631902713,-0.5594152423080041,-1.4467856008780509,0.5467435555623948,-0.2824815523705091,-0.04214294745409625,-1.6427024740463174,-2.1833636385121915,0.9204505915431208,0.7296060737679836,-0.6467434985493573,1.1779531691110252,-1.1761881244142385,0.40186208591149153,-0.05906051740697834,-1.0524101648483744,0.22870374089670387,1.8229991570090673,1.3352072689790728,-1.4329586823544915,-0.7212865992451177,-0.48713734957653876,0.46909205820267275,-0.7055310409949549,-0.5524772599730439,1.2668658817896015,0.3773536894019853,0.06173805498537341,-0.100693767772348,-1.3049972416634066,-0.725044406019509,0.3325367263531402,-1.0047587475452497,-0.48387307604680874
3,-0.48628746783992216,-1.272270210310728,0.12433702356578304,-2.19566753147621,2.211746748394393,0.1930545092725512,1.0914125801245795,0.9370155316427348,-0.9910489289350614,-1.061685294963685,-0.5483268896292092,0.8679818174271339,0.36614073293884597,0.2160720220409092,0.274131370386209,-0.009420995054254037,1.0035876115542566,-1.366160099474945,-0.4745084738870087,-0.07526984909109173,-0.23438488995726955,-0.14984857403542978,0.3906029270802832,-1.4685103181758783,-0.19671286035842825,-0.1479995445320401,-1.3459700278624696,0.35895721921678875,-0.46653568623177444,-1.3243411629297193,-2.2779030988111395,-0.6646949322710858,-0.5261296238262099,-0.6183482042956904,1.2698757362535154
4,-0.46063589551417,1.3598309859450606,-0.14928915988780694,0.083722574926138,1.6718099151753634,-0.31232429944239476,-0.34391389700332087,-0.8685716023087925,0.8773158360999467,2.3531470774716117,0.3151058067849712,-0.10550913614049658,-0.40518248784450783,0.5135306215546052,0.39550506400765634,0.2428836775865074,0.46881054331747873,-1.1488371540671656,0.23622253710574248,0.15047367771032075,0.29616354992599314,-0.8290113415262846,-0.9484938755172208,-0.4999724569202496,-0.6003984673040913,2.9299625278953547,1.393229021260115,-0.34181339076828066,-1.1771404703850517,-0.2288689557693547,-0.5277379603289736,-0.8988965252349901,0.868932551827194,-0.6191076144217911,-0.08378118881986193
5,-1.2703967851335525,-0.42158502175011586,-0.1315172606677094,-0.3797755621790647,-0.19043748992773268,-0.8583113594266999,-1.6765837735116036,-2.459238979248635,0.8572209429093756,-0.17538803324233126,-0.9546059107381057,0.1126131853475818,1.682439173487051,-0.619510961553705,0.9139516419634695,-0.5396945700699515,-0.899048938464859,-0.815986305796154,0.17169808736328052,-1.6135019302759566,1.9503407156904302,-0.49896725859798646,-0.03971219534969403,2.5483039192949835,-1.258351246184235,0.9001806365289887,-0.18614476960875048,0.3528670940027145,0.10429530763294542,-1.4140789837530758,1.57185539863993,-0.601503364583975,-0.24399126852477476,-0.42931866667474855,-1.549918742775333
6,0.20876200630564737,-0.9986794327671894,0.2667966803927565,0.7685540026558918,-0.7395895511789431,-1.3197497603841966,0.5703553122320043,1.5286261097247027,-1.6296920365226018,0.4642639206531514,0.255534820728691,-0.02813564666489672,0.17288641349116285,-1.648532435937035,-1.1404977315008118,-0.4046954465206942,-0.1334170652923296,-1.7139261051029684,-1.2089278390978915,0.18681002358325438,0.05693070615943928,0.419038128389011,0.504202567982337,1.1037354489077498,1.9048513210194724,0.18965458375117294,0.9943019789190023,-0.6222266459634926,0.7827272573072387,0.23159154268104773,-0.22349547974103748,0.9092571357580232,-1.3274095227687246,-0.28244682228194223,-0.24088783577376427
7,0.6040987984095426,0.7794312996135873,1.2598950774088922,-1.9024397417336643,-0.5451181095582104,-1.403249585911335,-0.06582668774251353,0.59725208422108,1.7485512364722084,-0.19536992801704214,0.9663220172945214,1.1552421099987817,-0.7626255208767055,-0.12285531536760935,1.0928103498144675,-0.6960919669550629,-0.8323407149468046,0.5400532782747992,-0.2921300256240121,0.7479425783074725,-0.21854125853527015,1.3904615006146592,0.7583253427933881,-0.5015821291859209,0.8563109169191321,-1.0543714617847817,0.4321704987128717,-0.7279120293003472,-0.4810814652327919,1.1253735352019785,-0.608217226962751,1.2405179329747558,-1.7964236022473952,0.005873397658586557,-0.3991782828721992
8,-0.32124940763813903,0.7627810053220178,0.24327594129164046,-0.7402022917562101,-1.3742073744875567,1.4173443468454603,-0.6949915227342505,0.9391413122982395,0.8028995857874551,-1.1892922317791836,-0.5567306217927482,0.3032595269291912,-0.13009160172413092,-2.7758770180507892,-1.1299217992251547,-0.2618996289237885,0.059844354230093884,-0.5485553045165791,-0.32635951392832097,0.6751289897615338,0.08077550975016169,1.363588740185628,-1.3544340477212993,0.19259141236577693,0.8303770094979664,1.3279808295535296,-0.4373975265277306,1.4522340192270888,2.0572305753754434,0.17285179019489721,-0.14944054665303777,-0.6272201567954977,-1.9349311540299132,0.006041252040925951,0.12918459462832788
9,0.5298902924203582,-1.2179130095979278,0.5565969040344263,-0.2244681620054776,1.4311887313087273,0.7880430265305965,-1.5003487540135858,-0.32121749161282553,0.8400333818437365,1.861609278332092,-0.42133236805123514,-0.9186914478787527,2.2362565534486474,-1.111542098160573,-0.6549617962197513,0.005700072885905155,0.6620280382529381,0.0752725244980796,-0.05417822091489255,-0.6774153366758647,0.11886949744970662,-0.18731507551571996,-0.643917908214188,0.2764333267867991,0.9401368785991863,0.714168104264448,-0.3319338628843079,0.26266336010364305,0.844146213278828,-0.4307545029054049,-0.6579128165827288,0.3104253890996434,-0.33885808994340794,-0.008189149270551274,-1.6382939798661267
10,-1.32751807054559,-0.5374260810552164,0.551339495279435,-0.7405470126457693,-0.4971455543425476,-1.2423764339769379,-0.8500086068820663,0.8797998406336098,1.0179289635386137,-1.2715874587463014,-0.8709358045646329,0.43890508633561987,-1.2963245321911951,0.7095532344009245,0.14173147628185687,0.3003041635497927,-0.8167476024000658,-0.1211111097873441,-0.4280027731229266,1.5525437594565474,-1.1487913814504223,0.0943143599701738,-2.640853678789693,-0.2547646569190191,0.00887502171398308,1.3599430459792035,-0.10428115959711015,1.0600121678093097,-0.07872552667634933,0.12068515837466003,-1.1750348179720063,-0.40165746182032447,-0.46499160359372554,-0.611938065300429,-0.5752472696414384
