,wrist_r__acc_x,wrist_r__acc_y,wrist_r__acc_z,wrist_r__gyro_x,wrist_r__gyro_y,wrist_r__gyro_z,wrist_r__press,wrist_l__acc_x,wrist_l__acc_y,wrist_l__acc_z,wrist_l__gyro_x,wrist_l__gyro_y,wrist_l__gyro_z,wrist_l__press
0,-3.0288151204043974,-0.9775988295004712,0.2636372144633289,-1.2622752173953518,-0.4586987003322958,0.532471451416589,-1.744483531807435,-0.5876245904416252,1.3639152899295008,-1.3831945152909058,1.4402106775626358,-0.6860802853355701,-0.8308054170393906,-0.08102052582731097
1,-0.743085200961365,-0.3034172104845169,-1.1271772630022316,-0.2601541906510383,-1.5879047902854524,-1.443655546489403,-1.7412742039211315,-0.24016956277195056,-0.005733447187815596,-1.9917054864967576,-0.589815570533669,1.0382348006730013,0.12553621941739213,1.3088247212639312
2,0.12271257112114543,-1.4623636325997198,-1.6872318595257403,-0.06446165188470634,-0.8399624149320399,1.221624791926281,0.0036328650371051604,0.011828333471745169,-0.4463869282059774,0.5279446061762794,-0.8960153795891092,0.9650452017547108,-0.37667337952662955,0.5774996675987724
3,1.137065627251643,0.9446914983824236,1.3280748676624528,-0.2990208559169731,0.5153140599644239,-0.7601067985131119,0.6245699315013765,0.3414322530160185,0.6618445488463349,-0.6235186205395,0.5148915739108344,-0.8504842516124044,0.10850723298379916,-0.4142557827939165
4,-0.21468168245704078,-0.11694500175664492,-1.0222031626079369,-0.3040271446157121,-0.3672304496547522,-0.8692935776779716,1.2909594637824564,0.4205501988690338,-0.3616601579141721,1.8120899853543013,-1.2663304962691657,0.22534196045840912,1.0986035515829546,1.6648046339884204
5,0.5409087540726207,0.02006479386065248,0.05415221665321827,1.1185948859773474,-0.011617826862978771,-0.4140506063683308,-0.44243982786917563,0.5277519041210547,-0.14688933260169618,0.030358360238033736,1.2305273352873114,0.8672530327581025,-0.19670007372954776,1.2021741193459856
6,1.022771692077375,1.1411944399424947,0.34949941155039654,-0.8221298100816834,-1.3207522384923778,-0.32431327711011887,2.6534738600372685,0.8272770188269799,0.09825523863376641,0.09911846604201824,1.684891470469399,-0.06760335252846933,-0.6181335435211526,0.02089099307569712
7,-1.567796545479249,0.3569546559087911,0.057806832274577453,1.3406189500725323,3.3780194210862686,0.0744243166997711,-1.656558778733625,-0.1923201552378315,0.4327063152836413,-1.1801086331254442,1.0376979498785261,1.3108511419118787,0.053118271696871694,-0.4992439416884099
8,-0.26025060094828817,0.37981079806895957,-1.4066562522008739,0.9120031424356108,-1.3443718701413507,-0.7087833779992898,2.300522020760598,0.6966207128126191,0.05391569959685317,-0.3305862290315297,0.16013161034892737,0.823235850910978,2.090822476156258,0.7547943184761107
9,-0.9350917374092387,0.31506828811754617,0.5267072317887314,0.5127732317457726,-0.1394440322945987,0.6670116721479785,0.34408045324945236,0.5930155011084882,-1.0154661741083146,-0.6649373407560802,0.6363529389763485,0.6489737591016528,1.980011908456564,-1.2773063562284865
10,0.6246275585824735,-0.5378588231336655,-0.2764251324323619,-0.41453425943608246,2.0087305510491023,1.4988068215099541,0.8271237125360864,-0.7480698212670625,1.7848721136702297,2.05222072136336,-1.3353401326315175,-0.7837785785622134,0.7720698715156453,1.5193571670481323
11,-1.0450891975535441,-0.38591996468886536,-0.3101494246661113,-0.991077518327471,-0.30802205226607793,0.8769777711243351,-0.5425142946262861,-1.2271046040399616,1.6346634354064242,-0.9094281035304504,0.006560998249979979,0.5757842170797681,0.25528561031572244,1.4412328675449484
12,-0.7757580839110991,0.7345117406234225,0.9567774253921316,1.3865005285858247,-0.3759330694911452,0.6510331885788775,-0.7551217575175193,0.4471272616804623,1.4412493573473095,1.1382313161275044,1.0944340149947145,1.8238305750471344,0.21535763585807308,0.4233696907818109
